s n m tiempo
3 74 79 227.10000000
3 74 80 232.70000000
3 74 81 216.40000000
3 74 82 225.90000000
3 74 83 261.30000000
3 74 84 245.00000000
3 74 85 241.60000000
3 74 86 284.50000000
3 74 87 271.90000000
3 74 88 292.60000000
3 74 89 305.90000000
3 74 90 243.10000000
3 74 91 368.10000000
3 74 92 367.10000000
3 74 93 284.10000000
3 74 94 314.20000000
3 74 95 307.00000000
3 74 96 357.20000000
3 74 97 297.30000000
3 74 98 266.60000000
3 74 99 222.00000000
3 74 100 284.20000000
3 75 1 133.90000000
3 75 2 153.90000000
3 75 3 132.60000000
3 75 4 149.40000000
3 75 5 229.70000000
3 75 6 151.70000000
3 75 7 181.70000000
3 75 8 202.00000000
3 75 9 194.70000000
3 75 10 185.10000000
3 75 11 228.90000000
3 75 12 205.80000000
3 75 13 196.30000000
3 75 14 189.60000000
3 75 15 220.30000000
3 75 16 216.60000000
3 75 17 200.30000000
3 75 18 195.20000000
3 75 19 239.70000000
3 75 20 255.70000000
3 75 21 262.70000000
3 75 22 221.00000000
3 75 23 195.40000000
3 75 24 230.10000000
3 75 25 193.90000000
3 75 26 243.70000000
3 75 27 261.00000000
3 75 28 295.80000000
3 75 29 238.90000000
3 75 30 195.60000000
3 75 31 219.30000000
3 75 32 286.30000000
3 75 33 230.30000000
3 75 34 202.60000000
3 75 35 212.10000000
3 75 36 215.60000000
3 75 37 327.80000000
3 75 38 340.20000000
3 75 39 289.40000000
3 75 40 337.90000000
3 75 41 265.00000000
3 75 42 248.00000000
3 75 43 296.80000000
3 75 44 301.00000000
3 75 45 281.10000000
3 75 46 283.70000000
3 75 47 219.80000000
3 75 48 260.20000000
3 75 49 246.50000000
3 75 50 296.00000000
3 75 51 310.60000000
3 75 52 332.10000000
3 75 53 246.40000000
3 75 54 275.10000000
3 75 55 267.20000000
3 75 56 302.70000000
3 75 57 385.20000000
3 75 58 324.90000000
3 75 59 296.10000000
3 75 60 274.50000000
3 75 61 293.60000000
3 75 62 291.50000000
3 75 63 267.70000000
3 75 64 437.10000000
3 75 65 387.00000000
3 75 66 390.70000000
3 75 67 313.80000000
3 75 68 340.50000000
3 75 69 249.70000000
3 75 70 262.60000000
3 75 71 272.90000000
3 75 72 260.30000000
3 75 73 355.50000000
3 75 74 288.50000000
3 75 75 284.20000000
3 75 76 232.90000000
3 75 77 249.20000000
3 75 78 302.10000000
3 75 79 291.40000000
3 75 80 306.60000000
3 75 81 299.00000000
3 75 82 322.70000000
3 75 83 320.90000000
3 75 84 321.50000000
3 75 85 284.90000000
3 75 86 289.40000000
3 75 87 278.20000000
3 75 88 276.80000000
3 75 89 208.60000000
3 75 90 241.10000000
3 75 91 188.20000000
3 75 92 300.40000000
3 75 93 317.10000000
3 75 94 356.30000000
3 75 95 301.30000000
3 75 96 329.80000000
3 75 97 276.70000000
3 75 98 312.50000000
3 75 99 320.40000000
3 75 100 336.60000000
3 76 1 174.20000000
3 76 2 156.60000000
3 76 3 1325.90000000
3 76 4 215.50000000
3 76 5 219.40000000
3 76 6 198.00000000
3 76 7 231.10000000
3 76 8 263.00000000
3 76 9 279.40000000
3 76 10 275.30000000
3 76 11 251.40000000
3 76 12 274.10000000
3 76 13 263.60000000
3 76 14 242.90000000
3 76 15 233.80000000
3 76 16 344.20000000
3 76 17 267.70000000
3 76 18 241.10000000
3 76 19 288.00000000
3 76 20 306.30000000
3 76 21 263.50000000
3 76 22 256.70000000
3 76 23 265.00000000
3 76 24 294.70000000
3 76 25 264.20000000
3 76 26 301.90000000
3 76 27 268.50000000
3 76 28 304.80000000
3 76 29 276.70000000
3 76 30 297.30000000
3 76 31 282.80000000
3 76 32 259.20000000
3 76 33 350.90000000
3 76 34 245.20000000
3 76 35 270.60000000
3 76 36 248.40000000
3 76 37 229.00000000
3 76 38 300.60000000
3 76 39 361.40000000
3 76 40 352.70000000
3 76 41 346.40000000
3 76 42 270.60000000
3 76 43 246.70000000
3 76 44 262.50000000
3 76 45 253.00000000
3 76 46 404.60000000
3 76 47 307.60000000
3 76 48 278.90000000
3 76 49 264.80000000
3 76 50 285.40000000
3 76 51 343.00000000
3 76 52 227.80000000
3 76 53 431.70000000
3 76 54 405.70000000
3 76 55 420.60000000
3 76 56 388.00000000
3 76 57 263.40000000
3 76 58 307.80000000
3 76 59 312.20000000
3 76 60 326.40000000
3 76 61 250.80000000
3 76 62 296.40000000
3 76 63 245.10000000
3 76 64 243.70000000
3 76 65 339.10000000
3 76 66 326.60000000
3 76 67 258.30000000
3 76 68 350.20000000
3 76 69 399.40000000
3 76 70 266.80000000
3 76 71 257.80000000
3 76 72 277.90000000
3 76 73 235.40000000
3 76 74 232.70000000
3 76 75 266.00000000
3 76 76 284.30000000
3 76 77 255.10000000
3 76 78 328.80000000
3 76 79 296.40000000
3 76 80 289.80000000
3 76 81 368.20000000
3 76 82 278.70000000
3 76 83 324.80000000
3 76 84 385.80000000
3 76 85 361.10000000
3 76 86 341.70000000
3 76 87 280.90000000
3 76 88 314.00000000
3 76 89 253.30000000
3 76 90 319.40000000
3 76 91 220.70000000
3 76 92 295.50000000
3 76 93 300.10000000
3 76 94 246.20000000
3 76 95 266.60000000
3 76 96 347.80000000
3 76 97 234.40000000
3 76 98 215.20000000
3 76 99 349.70000000
3 76 100 231.70000000
3 77 1 126.30000000
3 77 2 121.80000000
3 77 3 150.50000000
3 77 4 179.50000000
3 77 5 177.20000000
3 77 6 208.60000000
3 77 7 176.60000000
3 77 8 173.40000000
3 77 9 210.80000000
3 77 10 193.10000000
3 77 11 175.60000000
3 77 12 248.00000000
3 77 13 254.50000000
3 77 14 201.30000000
3 77 15 206.80000000
3 77 16 226.40000000
3 77 17 209.40000000
3 77 18 251.20000000
3 77 19 267.70000000
3 77 20 232.00000000
3 77 21 249.80000000
3 77 22 236.30000000
3 77 23 244.00000000
3 77 24 304.30000000
3 77 25 229.00000000
3 77 26 256.80000000
3 77 27 257.30000000
3 77 28 314.20000000
3 77 29 270.50000000
3 77 30 264.30000000
3 77 31 224.70000000
3 77 32 193.90000000
3 77 33 195.90000000
3 77 34 279.80000000
3 77 35 220.50000000
3 77 36 206.20000000
3 77 37 236.60000000
3 77 38 217.60000000
3 77 39 268.80000000
3 77 40 251.70000000
3 77 41 231.80000000
3 77 42 270.30000000
3 77 43 281.30000000
3 77 44 250.80000000
3 77 45 300.60000000
3 77 46 338.30000000
3 77 47 234.80000000
3 77 48 227.50000000
3 77 49 213.70000000
3 77 50 188.70000000
3 77 51 258.10000000
3 77 52 261.40000000
3 77 53 423.90000000
3 77 54 318.00000000
3 77 55 488.30000000
3 77 56 381.30000000
3 77 57 322.20000000
3 77 58 299.60000000
3 77 59 233.70000000
3 77 60 242.50000000
3 77 61 266.40000000
3 77 62 390.90000000
3 77 63 410.50000000
3 77 64 576.00000000
3 77 65 301.50000000
3 77 66 248.60000000
3 77 67 211.60000000
3 77 68 240.80000000
3 77 69 224.70000000
3 77 70 331.60000000
3 77 71 265.90000000
3 77 72 262.10000000
3 77 73 232.20000000
3 77 74 194.20000000
3 77 75 209.10000000
3 77 76 250.10000000
3 77 77 294.60000000
3 77 78 397.60000000
3 77 79 306.20000000
3 77 80 234.40000000
3 77 81 254.60000000
3 77 82 369.60000000
3 77 83 259.80000000
3 77 84 422.90000000
3 77 85 305.10000000
3 77 86 477.10000000
3 77 87 322.10000000
3 77 88 356.80000000
3 77 89 321.10000000
3 77 90 326.20000000
3 77 91 393.10000000
3 77 92 378.60000000
3 77 93 277.10000000
3 77 94 425.00000000
3 77 95 311.70000000
3 77 96 324.40000000
3 77 97 327.40000000
3 77 98 315.00000000
3 77 99 413.70000000
3 77 100 239.20000000
3 78 1 175.20000000
3 78 2 135.50000000
3 78 3 178.70000000
3 78 4 127.00000000
3 78 5 214.40000000
3 78 6 193.50000000
3 78 7 228.60000000
3 78 8 189.80000000
3 78 9 181.00000000
3 78 10 223.80000000
3 78 11 212.10000000
3 78 12 197.80000000
3 78 13 217.50000000
3 78 14 194.00000000
3 78 15 176.90000000
3 78 16 176.20000000
3 78 17 178.30000000
3 78 18 203.30000000
3 78 19 238.30000000
3 78 20 272.80000000
3 78 21 200.00000000
3 78 22 225.90000000
3 78 23 184.00000000
3 78 24 164.20000000
3 78 25 168.90000000
3 78 26 194.30000000
3 78 27 249.80000000
3 78 28 288.20000000
3 78 29 568.30000000
3 78 30 251.90000000
3 78 31 388.40000000
3 78 32 214.10000000
3 78 33 226.40000000
3 78 34 254.70000000
3 78 35 216.90000000
3 78 36 244.30000000
3 78 37 261.80000000
3 78 38 266.50000000
3 78 39 192.90000000
3 78 40 182.20000000
3 78 41 248.40000000
3 78 42 221.80000000
3 78 43 222.10000000
3 78 44 179.70000000
3 78 45 332.10000000
3 78 46 247.00000000
3 78 47 290.30000000
3 78 48 331.40000000
3 78 49 410.10000000
3 78 50 296.20000000
3 78 51 317.20000000
3 78 52 235.40000000
3 78 53 311.10000000
3 78 54 300.10000000
3 78 55 224.40000000
3 78 56 281.80000000
3 78 57 237.30000000
3 78 58 281.30000000
3 78 59 357.60000000
3 78 60 288.10000000
3 78 61 277.50000000
3 78 62 238.00000000
3 78 63 282.90000000
3 78 64 268.60000000
3 78 65 225.60000000
3 78 66 206.40000000
3 78 67 245.80000000
3 78 68 241.60000000
3 78 69 345.00000000
3 78 70 281.00000000
3 78 71 343.10000000
3 78 72 273.50000000
3 78 73 234.80000000
3 78 74 396.60000000
3 78 75 303.00000000
3 78 76 384.10000000
3 78 77 299.50000000
3 78 78 334.30000000
3 78 79 226.60000000
3 78 80 217.40000000
3 78 81 223.00000000
3 78 82 254.90000000
3 78 83 271.60000000
3 78 84 265.30000000
3 78 85 279.20000000
3 78 86 323.70000000
3 78 87 220.80000000
3 78 88 369.90000000
3 78 89 336.70000000
3 78 90 303.60000000
3 78 91 241.90000000
3 78 92 325.10000000
3 78 93 222.70000000
3 78 94 262.50000000
3 78 95 266.80000000
3 78 96 263.90000000
3 78 97 348.50000000
3 78 98 328.40000000
3 78 99 307.10000000
3 78 100 384.60000000
3 79 1 168.70000000
3 79 2 164.70000000
3 79 3 201.80000000
3 79 4 161.30000000
3 79 5 176.50000000
3 79 6 184.80000000
3 79 7 221.20000000
3 79 8 270.70000000
3 79 9 206.70000000
3 79 10 199.80000000
3 79 11 294.70000000
3 79 12 171.50000000
3 79 13 194.70000000
3 79 14 182.80000000
3 79 15 239.10000000
3 79 16 223.70000000
3 79 17 212.80000000
3 79 18 219.70000000
3 79 19 199.60000000
3 79 20 180.30000000
3 79 21 211.40000000
3 79 22 186.20000000
3 79 23 265.50000000
3 79 24 271.80000000
3 79 25 293.40000000
3 79 26 257.20000000
3 79 27 309.30000000
3 79 28 319.10000000
3 79 29 213.10000000
3 79 30 225.00000000
3 79 31 227.00000000
3 79 32 244.20000000
3 79 33 254.20000000
3 79 34 402.80000000
3 79 35 257.80000000
3 79 36 270.80000000
3 79 37 279.20000000
3 79 38 247.40000000
3 79 39 226.80000000
3 79 40 211.80000000
3 79 41 307.70000000
3 79 42 222.10000000
3 79 43 358.90000000
3 79 44 257.10000000
3 79 45 338.80000000
3 79 46 317.10000000
3 79 47 375.20000000
3 79 48 342.60000000
3 79 49 275.80000000
3 79 50 245.50000000
3 79 51 397.30000000
3 79 52 237.70000000
3 79 53 341.10000000
3 79 54 290.40000000
3 79 55 274.40000000
3 79 56 295.40000000
3 79 57 275.60000000
3 79 58 239.60000000
3 79 59 268.40000000
3 79 60 329.70000000
3 79 61 293.30000000
3 79 62 230.20000000
3 79 63 268.20000000
3 79 64 302.70000000
3 79 65 310.90000000
3 79 66 353.50000000
3 79 67 396.30000000
3 79 68 260.60000000
3 79 69 222.00000000
3 79 70 582.10000000
3 79 71 299.00000000
3 79 72 431.70000000
3 79 73 289.40000000
3 79 74 266.20000000
3 79 75 292.90000000
3 79 76 279.60000000
3 79 77 264.30000000
3 79 78 411.90000000
3 79 79 310.80000000
3 79 80 330.00000000
3 79 81 229.40000000
3 79 82 393.00000000
3 79 83 347.40000000
3 79 84 285.00000000
3 79 85 306.30000000
3 79 86 350.60000000
3 79 87 339.30000000
3 79 88 232.30000000
3 79 89 253.50000000
3 79 90 285.40000000
3 79 91 263.00000000
3 79 92 290.00000000
3 79 93 288.00000000
3 79 94 356.30000000
3 79 95 293.80000000
3 79 96 357.00000000
3 79 97 309.20000000
3 79 98 309.40000000
3 79 99 409.50000000
3 79 100 288.00000000
3 80 1 175.50000000
3 80 2 209.50000000
3 80 3 210.50000000
3 80 4 195.70000000
3 80 5 223.50000000
3 80 6 210.80000000
3 80 7 292.80000000
3 80 8 317.00000000
3 80 9 260.70000000
3 80 10 258.10000000
3 80 11 227.20000000
3 80 12 246.10000000
3 80 13 219.10000000
3 80 14 207.00000000
3 80 15 252.00000000
3 80 16 296.40000000
3 80 17 259.30000000
3 80 18 227.70000000
3 80 19 216.20000000
3 80 20 257.30000000
3 80 21 256.40000000
3 80 22 211.50000000
3 80 23 230.00000000
3 80 24 307.70000000
3 80 25 261.80000000
3 80 26 234.30000000
3 80 27 284.60000000
3 80 28 352.80000000
3 80 29 277.60000000
3 80 30 333.00000000
3 80 31 315.80000000
3 80 32 294.30000000
3 80 33 218.20000000
3 80 34 485.20000000
3 80 35 376.50000000
3 80 36 390.80000000
3 80 37 309.60000000
3 80 38 307.80000000
3 80 39 429.90000000
3 80 40 319.90000000
3 80 41 332.00000000
3 80 42 276.20000000
3 80 43 208.60000000
3 80 44 232.40000000
3 80 45 248.50000000
3 80 46 216.00000000
3 80 47 322.00000000
3 80 48 416.70000000
3 80 49 320.80000000
3 80 50 371.90000000
3 80 51 378.90000000
3 80 52 397.60000000
3 80 53 312.30000000
3 80 54 290.10000000
3 80 55 348.50000000
3 80 56 422.20000000
3 80 57 276.50000000
3 80 58 232.40000000
3 80 59 276.70000000
3 80 60 285.30000000
3 80 61 320.80000000
3 80 62 409.10000000
3 80 63 307.40000000
3 80 64 351.60000000
3 80 65 667.50000000
3 80 66 435.30000000
3 80 67 390.90000000
3 80 68 400.80000000
3 80 69 345.00000000
3 80 70 441.00000000
3 80 71 336.70000000
3 80 72 425.50000000
3 80 73 236.30000000
3 80 74 268.10000000
3 80 75 246.10000000
3 80 76 349.30000000
3 80 77 267.00000000
3 80 78 445.10000000
3 80 79 282.50000000
3 80 80 281.80000000
3 80 81 343.60000000
3 80 82 366.50000000
3 80 83 330.60000000
3 80 84 314.60000000
3 80 85 295.50000000
3 80 86 356.20000000
3 80 87 311.70000000
3 80 88 301.50000000
3 80 89 363.50000000
3 80 90 349.30000000
3 80 91 460.90000000
3 80 92 729.80000000
3 80 93 333.40000000
3 80 94 303.30000000
3 80 95 389.70000000
3 80 96 276.60000000
3 80 97 241.30000000
3 80 98 317.80000000
3 80 99 454.40000000
3 80 100 384.70000000
3 81 1 154.30000000
3 81 2 139.50000000
3 81 3 173.10000000
3 81 4 171.20000000
3 81 5 178.40000000
3 81 6 181.00000000
3 81 7 266.90000000
3 81 8 245.40000000
3 81 9 197.90000000
3 81 10 295.40000000
3 81 11 274.60000000
3 81 12 329.00000000
3 81 13 269.40000000
3 81 14 219.80000000
3 81 15 266.00000000
3 81 16 319.00000000
3 81 17 214.00000000
3 81 18 257.90000000
3 81 19 238.40000000
3 81 20 237.60000000
3 81 21 249.90000000
3 81 22 303.30000000
3 81 23 307.40000000
3 81 24 252.50000000
3 81 25 276.80000000
3 81 26 297.60000000
3 81 27 250.00000000
3 81 28 230.50000000
3 81 29 304.50000000
3 81 30 247.80000000
3 81 31 277.30000000
3 81 32 267.50000000
3 81 33 248.20000000
3 81 34 242.40000000
3 81 35 210.10000000
3 81 36 238.80000000
3 81 37 204.40000000
3 81 38 279.10000000
3 81 39 251.30000000
3 81 40 212.00000000
3 81 41 327.90000000
3 81 42 257.80000000
3 81 43 195.30000000
3 81 44 217.40000000
3 81 45 229.70000000
3 81 46 213.40000000
3 81 47 209.30000000
3 81 48 304.80000000
3 81 49 336.90000000
3 81 50 267.10000000
3 81 51 189.20000000
3 81 52 245.50000000
3 81 53 290.40000000
3 81 54 195.40000000
3 81 55 254.20000000
3 81 56 297.10000000
3 81 57 291.50000000
3 81 58 312.30000000
3 81 59 305.00000000
3 81 60 285.30000000
3 81 61 313.10000000
3 81 62 302.50000000
3 81 63 386.00000000
3 81 64 322.30000000
3 81 65 258.30000000
3 81 66 256.10000000
3 81 67 357.80000000
3 81 68 319.60000000
3 81 69 338.10000000
3 81 70 288.40000000
3 81 71 256.40000000
3 81 72 244.10000000
3 81 73 265.90000000
3 81 74 357.60000000
3 81 75 449.00000000
3 81 76 572.00000000
3 81 77 381.00000000
3 81 78 399.90000000
3 81 79 353.50000000
3 81 80 399.60000000
3 81 81 353.60000000
3 81 82 614.90000000
3 81 83 392.70000000
3 81 84 406.50000000
3 81 85 394.20000000
3 81 86 415.00000000
3 81 87 320.40000000
3 81 88 230.30000000
3 81 89 327.00000000
3 81 90 406.10000000
3 81 91 318.40000000
3 81 92 333.60000000
3 81 93 336.30000000
3 81 94 356.10000000
3 81 95 389.50000000
3 81 96 307.10000000
3 81 97 312.70000000
3 81 98 241.10000000
3 81 99 314.30000000
3 81 100 430.10000000
3 82 1 183.60000000
3 82 2 171.60000000
3 82 3 177.00000000
3 82 4 180.60000000
3 82 5 188.00000000
3 82 6 182.10000000
3 82 7 265.00000000
3 82 8 204.50000000
3 82 9 197.10000000
3 82 10 200.60000000
3 82 11 196.50000000
3 82 12 263.90000000
3 82 13 209.90000000
3 82 14 176.90000000
3 82 15 227.00000000
3 82 16 242.30000000
3 82 17 228.30000000
3 82 18 247.90000000
3 82 19 246.30000000
3 82 20 199.60000000
3 82 21 309.80000000
3 82 22 332.10000000
3 82 23 331.40000000
3 82 24 199.20000000
3 82 25 1094.40000000
3 82 26 261.90000000
3 82 27 313.80000000
3 82 28 218.40000000
3 82 29 270.70000000
3 82 30 220.90000000
3 82 31 251.80000000
3 82 32 329.80000000
3 82 33 344.30000000
3 82 34 289.70000000
3 82 35 371.10000000
3 82 36 291.60000000
3 82 37 272.20000000
3 82 38 318.30000000
3 82 39 263.80000000
3 82 40 212.40000000
3 82 41 233.00000000
3 82 42 245.80000000
3 82 43 312.10000000
3 82 44 268.90000000
3 82 45 223.80000000
3 82 46 196.30000000
3 82 47 241.70000000
3 82 48 267.40000000
3 82 49 303.10000000
3 82 50 239.00000000
3 82 51 253.50000000
3 82 52 253.30000000
3 82 53 398.80000000
3 82 54 265.30000000
3 82 55 274.40000000
3 82 56 220.70000000
3 82 57 315.30000000
3 82 58 258.30000000
3 82 59 299.90000000
3 82 60 189.10000000
3 82 61 212.90000000
3 82 62 235.40000000
3 82 63 196.10000000
3 82 64 298.00000000
3 82 65 204.40000000
3 82 66 220.20000000
3 82 67 311.80000000
3 82 68 335.60000000
3 82 69 258.00000000
3 82 70 196.10000000
3 82 71 280.50000000
3 82 72 194.90000000
3 82 73 206.20000000
3 82 74 232.40000000
3 82 75 260.00000000
3 82 76 244.40000000
3 82 77 270.20000000
3 82 78 308.40000000
3 82 79 229.40000000
3 82 80 376.70000000
3 82 81 376.60000000
3 82 82 352.80000000
3 82 83 288.30000000
3 82 84 339.90000000
3 82 85 306.80000000
3 82 86 292.10000000
3 82 87 290.60000000
3 82 88 288.50000000
3 82 89 452.00000000
3 82 90 344.60000000
3 82 91 418.60000000
3 82 92 336.20000000
3 82 93 346.90000000
3 82 94 404.10000000
3 82 95 276.60000000
3 82 96 351.90000000
3 82 97 449.70000000
3 82 98 350.90000000
3 82 99 334.60000000
3 82 100 288.70000000
3 83 1 158.90000000
3 83 2 138.40000000
3 83 3 210.70000000
3 83 4 159.70000000
3 83 5 173.90000000
3 83 6 196.10000000
3 83 7 186.10000000
3 83 8 233.20000000
3 83 9 281.20000000
3 83 10 208.80000000
3 83 11 246.10000000
3 83 12 200.00000000
3 83 13 216.50000000
3 83 14 254.70000000
3 83 15 219.10000000
3 83 16 221.50000000
3 83 17 200.90000000
3 83 18 284.70000000
3 83 19 224.80000000
3 83 20 272.10000000
3 83 21 291.90000000
3 83 22 214.00000000
3 83 23 238.70000000
3 83 24 226.50000000
3 83 25 268.20000000
3 83 26 187.70000000
3 83 27 199.60000000
3 83 28 250.50000000
3 83 29 185.60000000
3 83 30 246.60000000
3 83 31 236.90000000
3 83 32 212.70000000
3 83 33 251.80000000
3 83 34 203.80000000
3 83 35 234.10000000
3 83 36 233.00000000
3 83 37 217.40000000
3 83 38 205.40000000
3 83 39 287.00000000
3 83 40 384.10000000
3 83 41 251.60000000
3 83 42 298.30000000
3 83 43 282.60000000
3 83 44 319.90000000
3 83 45 2282.20000000
3 83 46 263.80000000
3 83 47 482.00000000
3 83 48 362.20000000
3 83 49 283.60000000
3 83 50 202.70000000
3 83 51 263.40000000
3 83 52 289.00000000
3 83 53 296.20000000
3 83 54 392.50000000
3 83 55 295.90000000
3 83 56 304.30000000
3 83 57 345.20000000
3 83 58 301.50000000
3 83 59 269.60000000
3 83 60 245.80000000
3 83 61 227.20000000
3 83 62 290.50000000
3 83 63 269.10000000
3 83 64 258.80000000
3 83 65 267.90000000
3 83 66 215.20000000
3 83 67 258.30000000
3 83 68 314.40000000
3 83 69 295.80000000
3 83 70 301.90000000
3 83 71 228.60000000
3 83 72 244.80000000
3 83 73 282.60000000
3 83 74 264.90000000
3 83 75 320.50000000
3 83 76 287.10000000
3 83 77 361.80000000
3 83 78 291.90000000
3 83 79 301.10000000
3 83 80 436.60000000
3 83 81 372.70000000
3 83 82 425.00000000
3 83 83 308.20000000
3 83 84 476.40000000
3 83 85 308.90000000
3 83 86 478.90000000
3 83 87 427.20000000
3 83 88 310.10000000
3 83 89 259.50000000
3 83 90 338.70000000
3 83 91 273.30000000
3 83 92 380.70000000
3 83 93 333.70000000
3 83 94 368.30000000
3 83 95 385.60000000
3 83 96 518.50000000
3 83 97 333.80000000
3 83 98 353.10000000
3 83 99 323.60000000
3 83 100 375.50000000
3 84 1 249.90000000
3 84 2 156.90000000
3 84 3 191.60000000
3 84 4 220.90000000
3 84 5 223.20000000
3 84 6 236.80000000
3 84 7 236.40000000
3 84 8 301.30000000
3 84 9 234.70000000
3 84 10 237.30000000
3 84 11 244.10000000
3 84 12 226.40000000
3 84 13 250.10000000
3 84 14 237.60000000
3 84 15 252.90000000
3 84 16 278.60000000
3 84 17 258.80000000
3 84 18 458.30000000
3 84 19 1321.10000000
3 84 20 261.70000000
3 84 21 308.60000000
3 84 22 269.80000000
3 84 23 319.00000000
3 84 24 2123.00000000
3 84 25 251.90000000
3 84 26 284.80000000
3 84 27 231.70000000
3 84 28 256.30000000
3 84 29 239.20000000
3 84 30 263.90000000
3 84 31 239.30000000
3 84 32 272.50000000
3 84 33 257.50000000
3 84 34 225.30000000
3 84 35 318.20000000
3 84 36 356.00000000
3 84 37 338.40000000
3 84 38 378.60000000
3 84 39 279.70000000
3 84 40 300.10000000
3 84 41 223.80000000
3 84 42 270.00000000
3 84 43 240.10000000
3 84 44 278.20000000
3 84 45 222.60000000
3 84 46 257.30000000
3 84 47 253.90000000
3 84 48 297.80000000
3 84 49 230.30000000
3 84 50 218.90000000
3 84 51 271.70000000
3 84 52 265.80000000
3 84 53 259.10000000
3 84 54 196.90000000
3 84 55 197.30000000
3 84 56 380.30000000
3 84 57 416.50000000
3 84 58 306.90000000
3 84 59 249.00000000
3 84 60 260.30000000
3 84 61 366.10000000
3 84 62 313.90000000
3 84 63 338.90000000
3 84 64 386.30000000
3 84 65 444.00000000
3 84 66 313.80000000
3 84 67 353.70000000
3 84 68 287.80000000
3 84 69 358.90000000
3 84 70 295.00000000
3 84 71 298.10000000
3 84 72 425.20000000
3 84 73 287.90000000
3 84 74 345.70000000
3 84 75 378.10000000
3 84 76 320.10000000
3 84 77 323.70000000
3 84 78 290.20000000
3 84 79 368.00000000
3 84 80 360.00000000
3 84 81 439.90000000
3 84 82 382.10000000
3 84 83 335.90000000
3 84 84 336.80000000
3 84 85 675.70000000
3 84 86 1578.80000000
3 84 87 310.40000000
3 84 88 308.30000000
3 84 89 294.60000000
3 84 90 275.30000000
3 84 91 463.10000000
3 84 92 360.00000000
3 84 93 306.80000000
3 84 94 435.90000000
3 84 95 349.80000000
3 84 96 396.30000000
3 84 97 300.30000000
3 84 98 296.60000000
3 84 99 785.80000000
3 84 100 303.10000000
3 85 1 138.90000000
3 85 2 249.60000000
3 85 3 213.40000000
3 85 4 161.60000000
3 85 5 233.30000000
3 85 6 229.20000000
3 85 7 202.50000000
3 85 8 355.60000000
3 85 9 328.80000000
3 85 10 329.50000000
3 85 11 254.10000000
3 85 12 264.70000000
3 85 13 250.00000000
3 85 14 253.00000000
3 85 15 234.60000000
3 85 16 236.50000000
3 85 17 225.20000000
3 85 18 250.90000000
3 85 19 224.30000000
3 85 20 211.50000000
3 85 21 237.30000000
3 85 22 187.20000000
3 85 23 259.90000000
3 85 24 181.00000000
3 85 25 238.90000000
3 85 26 181.00000000
3 85 27 281.20000000
3 85 28 197.20000000
3 85 29 252.20000000
3 85 30 274.70000000
3 85 31 292.20000000
3 85 32 267.70000000
3 85 33 307.00000000
3 85 34 282.50000000
3 85 35 310.00000000
3 85 36 409.60000000
3 85 37 283.40000000
3 85 38 241.80000000
3 85 39 262.30000000
3 85 40 265.50000000
3 85 41 256.50000000
3 85 42 253.80000000
3 85 43 267.70000000
3 85 44 231.90000000
3 85 45 204.20000000
3 85 46 201.70000000
3 85 47 256.00000000
3 85 48 258.60000000
3 85 49 271.50000000
3 85 50 213.70000000
3 85 51 191.60000000
3 85 52 248.60000000
3 85 53 344.20000000
3 85 54 305.20000000
3 85 55 342.30000000
3 85 56 259.40000000
3 85 57 266.50000000
3 85 58 282.90000000
3 85 59 326.50000000
3 85 60 232.30000000
3 85 61 215.40000000
3 85 62 289.40000000
3 85 63 205.50000000
3 85 64 218.90000000
3 85 65 198.70000000
3 85 66 296.90000000
3 85 67 229.10000000
3 85 68 250.00000000
3 85 69 316.70000000
3 85 70 225.70000000
3 85 71 367.40000000
3 85 72 269.90000000
3 85 73 233.80000000
3 85 74 249.70000000
3 85 75 301.80000000
3 85 76 310.10000000
3 85 77 250.50000000
3 85 78 292.50000000
3 85 79 306.20000000
3 85 80 234.90000000
3 85 81 258.40000000
3 85 82 299.60000000
3 85 83 411.40000000
3 85 84 434.50000000
3 85 85 270.20000000
3 85 86 230.80000000
3 85 87 391.20000000
3 85 88 309.80000000
3 85 89 272.60000000
3 85 90 242.40000000
3 85 91 381.00000000
3 85 92 317.10000000
3 85 93 314.10000000
3 85 94 263.50000000
3 85 95 363.60000000
3 85 96 372.90000000
3 85 97 270.10000000
3 85 98 402.30000000
3 85 99 601.70000000
3 85 100 352.80000000
3 86 1 170.90000000
3 86 2 184.40000000
3 86 3 191.40000000
3 86 4 244.90000000
3 86 5 162.80000000
3 86 6 231.00000000
3 86 7 255.40000000
3 86 8 172.30000000
3 86 9 207.30000000
3 86 10 200.50000000
3 86 11 182.30000000
3 86 12 168.20000000
3 86 13 187.20000000
3 86 14 193.30000000
3 86 15 201.90000000
3 86 16 236.80000000
3 86 17 169.80000000
3 86 18 164.60000000
3 86 19 178.10000000
3 86 20 195.60000000
3 86 21 197.80000000
3 86 22 227.10000000
3 86 23 162.40000000
3 86 24 199.30000000
3 86 25 182.60000000
3 86 26 200.50000000
3 86 27 172.10000000
3 86 28 250.20000000
3 86 29 225.70000000
3 86 30 282.50000000
3 86 31 217.40000000
3 86 32 169.50000000
3 86 33 191.80000000
3 86 34 185.50000000
3 86 35 311.00000000
3 86 36 308.60000000
3 86 37 257.20000000
3 86 38 204.90000000
3 86 39 225.00000000
3 86 40 225.60000000
3 86 41 220.80000000
3 86 42 1159.50000000
3 86 43 219.90000000
