s n m tiempo
12301 100 100 844.30000000
12351 100 100 577.20000000
12401 100 100 545.40000000
12451 100 100 514.00000000
12501 100 100 552.50000000
12551 100 100 652.90000000
12601 100 100 542.00000000
12651 100 100 663.10000000
12701 100 100 519.10000000
12751 100 100 555.60000000
12801 100 100 853.10000000
12851 100 100 805.60000000
12901 100 100 681.70000000
12951 100 100 632.70000000
13001 100 100 545.10000000
13051 100 100 479.60000000
13101 100 100 637.10000000
13151 100 100 1588.30000000
13201 100 100 582.50000000
13251 100 100 628.80000000
13301 100 100 680.50000000
13351 100 100 637.20000000
13401 100 100 642.00000000
13451 100 100 538.70000000
13501 100 100 851.20000000
13551 100 100 616.90000000
13601 100 100 425.00000000
13651 100 100 489.10000000
13701 100 100 648.20000000
13751 100 100 608.80000000
13801 100 100 480.00000000
13851 100 100 390.50000000
13901 100 100 651.90000000
13951 100 100 506.30000000
14001 100 100 480.90000000
14051 100 100 375.80000000
14101 100 100 386.60000000
14151 100 100 527.80000000
14201 100 100 423.30000000
14251 100 100 448.90000000
14301 100 100 384.70000000
14351 100 100 567.20000000
14401 100 100 483.50000000
14451 100 100 595.80000000
14501 100 100 594.90000000
14551 100 100 441.90000000
14601 100 100 442.90000000
14651 100 100 626.80000000
14701 100 100 754.50000000
14751 100 100 759.40000000
14801 100 100 409.20000000
14851 100 100 544.30000000
14901 100 100 671.70000000
14951 100 100 891.10000000
15001 100 100 549.90000000
15051 100 100 746.50000000
15101 100 100 916.00000000
15151 100 100 729.60000000
15201 100 100 678.50000000
15251 100 100 671.10000000
15301 100 100 701.30000000
15351 100 100 763.40000000
15401 100 100 631.80000000
15451 100 100 517.40000000
15501 100 100 666.10000000
15551 100 100 668.20000000
15601 100 100 517.10000000
15651 100 100 839.80000000
15701 100 100 742.70000000
15751 100 100 643.40000000
15801 100 100 730.90000000
15851 100 100 972.30000000
15901 100 100 677.30000000
15951 100 100 564.10000000
16001 100 100 766.50000000
16051 100 100 655.30000000
16101 100 100 857.00000000
16151 100 100 557.20000000
16201 100 100 629.00000000
16251 100 100 808.30000000
16301 100 100 644.50000000
16351 100 100 561.50000000
16401 100 100 504.10000000
16451 100 100 484.10000000
16501 100 100 760.40000000
16551 100 100 523.00000000
16601 100 100 494.90000000
16651 100 100 633.80000000
16701 100 100 702.80000000
16751 100 100 533.00000000
16801 100 100 769.80000000
16851 100 100 494.00000000
16901 100 100 1966.00000000
16951 100 100 551.70000000
17001 100 100 485.60000000
17051 100 100 363.90000000
17101 100 100 572.30000000
17151 100 100 585.20000000
17201 100 100 730.40000000
17251 100 100 540.90000000
17301 100 100 549.50000000
17351 100 100 652.00000000
17401 100 100 457.60000000
17451 100 100 632.90000000
17501 100 100 670.30000000
17551 100 100 489.50000000
17601 100 100 561.30000000
17651 100 100 722.80000000
17701 100 100 1617.00000000
17751 100 100 649.30000000
17801 100 100 610.00000000
17851 100 100 632.40000000
17901 100 100 754.50000000
17951 100 100 594.50000000
18001 100 100 856.60000000
18051 100 100 838.10000000
18101 100 100 675.80000000
18151 100 100 1004.30000000
18201 100 100 738.90000000
18251 100 100 689.30000000
18301 100 100 555.60000000
18351 100 100 977.30000000
18401 100 100 667.00000000
18451 100 100 756.20000000
18501 100 100 834.50000000
18551 100 100 609.50000000
18601 100 100 822.10000000
18651 100 100 617.50000000
18701 100 100 847.10000000
18751 100 100 782.50000000
18801 100 100 675.40000000
18851 100 100 698.60000000
18901 100 100 719.60000000
18951 100 100 888.20000000
19001 100 100 485.30000000
19051 100 100 608.50000000
19101 100 100 847.50000000
19151 100 100 1221.40000000
19201 100 100 589.00000000
19251 100 100 687.80000000
19301 100 100 559.30000000
19351 100 100 669.90000000
19401 100 100 566.40000000
19451 100 100 666.30000000
19501 100 100 926.00000000
19551 100 100 769.10000000
19601 100 100 479.40000000
19651 100 100 622.80000000
19701 100 100 791.60000000
19751 100 100 703.40000000
19801 100 100 546.60000000
19851 100 100 796.70000000
19901 100 100 704.30000000
19951 100 100 587.30000000
20001 100 100 508.30000000
20051 100 100 643.60000000
20101 100 100 752.00000000
20151 100 100 542.80000000
20201 100 100 432.60000000
20251 100 100 562.20000000
20301 100 100 627.70000000
20351 100 100 682.00000000
20401 100 100 562.40000000
20451 100 100 514.90000000
20501 100 100 631.40000000
20551 100 100 853.90000000
20601 100 100 647.30000000
20651 100 100 829.50000000
20701 100 100 852.00000000
20751 100 100 667.70000000
20801 100 100 922.50000000
20851 100 100 837.20000000
20901 100 100 607.00000000
20951 100 100 649.00000000
21001 100 100 792.90000000
21051 100 100 618.40000000
21101 100 100 1063.40000000
21151 100 100 839.40000000
21201 100 100 896.70000000
21251 100 100 675.90000000
21301 100 100 649.40000000
21351 100 100 668.40000000
21401 100 100 670.80000000
21451 100 100 755.30000000
21501 100 100 1393.30000000
21551 100 100 611.20000000
21601 100 100 980.40000000
21651 100 100 841.60000000
21701 100 100 1014.40000000
21751 100 100 842.30000000
21801 100 100 789.50000000
21851 100 100 622.50000000
21901 100 100 1081.30000000
21951 100 100 1257.00000000
22001 100 100 731.70000000
22051 100 100 450.20000000
22101 100 100 787.80000000
22151 100 100 761.30000000
22201 100 100 1216.50000000
22251 100 100 564.00000000
22301 100 100 606.60000000
22351 100 100 613.60000000
22401 100 100 521.80000000
22451 100 100 723.40000000
22501 100 100 786.30000000
22551 100 100 990.20000000
22601 100 100 1246.50000000
22651 100 100 573.20000000
22701 100 100 850.70000000
22751 100 100 862.40000000
22801 100 100 846.50000000
22851 100 100 727.50000000
22901 100 100 1915.90000000
22951 100 100 590.20000000
23001 100 100 986.60000000
23051 100 100 760.70000000
23101 100 100 759.40000000
23151 100 100 870.50000000
23201 100 100 522.40000000
23251 100 100 418.20000000
23301 100 100 811.30000000
23351 100 100 726.10000000
23401 100 100 2396.40000000
23451 100 100 441.30000000
23501 100 100 859.50000000
23551 100 100 600.60000000
23601 100 100 592.30000000
23651 100 100 726.70000000
23701 100 100 1253.20000000
23751 100 100 1037.10000000
23801 100 100 987.40000000
23851 100 100 1303.30000000
23901 100 100 878.60000000
23951 100 100 851.10000000
24001 100 100 941.40000000
24051 100 100 1031.80000000
24101 100 100 721.80000000
24151 100 100 754.60000000
24201 100 100 726.10000000
24251 100 100 820.40000000
24301 100 100 825.00000000
24351 100 100 778.40000000
24401 100 100 1015.60000000
24451 100 100 816.40000000
24501 100 100 732.30000000
24551 100 100 801.80000000
24601 100 100 866.90000000
24651 100 100 644.10000000
24701 100 100 1113.40000000
24751 100 100 1012.20000000
24801 100 100 871.40000000
24851 100 100 932.00000000
24901 100 100 639.60000000
24951 100 100 1222.10000000
25001 100 100 798.40000000
25051 100 100 979.70000000
25101 100 100 662.40000000
25151 100 100 1124.50000000
25201 100 100 784.90000000
25251 100 100 608.60000000
25301 100 100 894.00000000
25351 100 100 678.00000000
25401 100 100 1102.90000000
25451 100 100 696.30000000
25501 100 100 880.00000000
25551 100 100 816.60000000
25601 100 100 538.30000000
25651 100 100 659.70000000
25701 100 100 576.40000000
25751 100 100 728.10000000
25801 100 100 760.30000000
25851 100 100 1215.90000000
25901 100 100 842.30000000
25951 100 100 638.20000000
26001 100 100 942.10000000
26051 100 100 973.90000000
26101 100 100 739.30000000
26151 100 100 830.10000000
26201 100 100 812.70000000
26251 100 100 909.00000000
26301 100 100 611.90000000
26351 100 100 829.60000000
26401 100 100 1555.00000000
26451 100 100 730.80000000
26501 100 100 827.90000000
26551 100 100 868.40000000
26601 100 100 891.00000000
26651 100 100 1068.00000000
26701 100 100 745.00000000
26751 100 100 1263.60000000
26801 100 100 641.70000000
26851 100 100 866.60000000
26901 100 100 1430.00000000
26951 100 100 830.30000000
27001 100 100 644.20000000
27051 100 100 1031.90000000
27101 100 100 850.40000000
27151 100 100 649.20000000
27201 100 100 958.80000000
27251 100 100 816.80000000
27301 100 100 1189.00000000
27351 100 100 1246.10000000
27401 100 100 528.80000000
27451 100 100 1101.50000000
27501 100 100 835.50000000
27551 100 100 905.00000000
27601 100 100 891.70000000
27651 100 100 932.10000000
27701 100 100 1015.00000000
27751 100 100 934.70000000
27801 100 100 1238.90000000
27851 100 100 900.70000000
27901 100 100 864.80000000
27951 100 100 1344.50000000
28001 100 100 1069.70000000
28051 100 100 1231.80000000
28101 100 100 1131.90000000
28151 100 100 795.10000000
28201 100 100 839.10000000
28251 100 100 624.80000000
28301 100 100 1048.80000000
28351 100 100 527.40000000
28401 100 100 1550.00000000
28451 100 100 548.00000000
28501 100 100 1094.70000000
28551 100 100 700.40000000
28601 100 100 854.80000000
28651 100 100 839.50000000
28701 100 100 710.30000000
28751 100 100 825.50000000
28801 100 100 877.40000000
28851 100 100 970.00000000
28901 100 100 1105.80000000
28951 100 100 759.60000000
29001 100 100 735.70000000
29051 100 100 476.60000000
29101 100 100 751.90000000
29151 100 100 1048.10000000
29201 100 100 869.00000000
29251 100 100 776.30000000
29301 100 100 1152.70000000
29351 100 100 849.90000000
29401 100 100 1094.10000000
29451 100 100 690.60000000
29501 100 100 1071.40000000
29551 100 100 1130.90000000
29601 100 100 1228.90000000
29651 100 100 875.30000000
29701 100 100 1244.80000000
29751 100 100 1341.50000000
29801 100 100 1130.10000000
29851 100 100 756.40000000
29901 100 100 1225.70000000
29951 100 100 784.70000000
30001 100 100 794.40000000
30051 100 100 982.60000000
30101 100 100 1122.30000000
30151 100 100 1966.80000000
30201 100 100 1746.70000000
30251 100 100 862.20000000
30301 100 100 851.40000000
30351 100 100 1092.30000000
30401 100 100 1334.50000000
30451 100 100 949.00000000
30501 100 100 1281.00000000
30551 100 100 1410.40000000
30601 100 100 1081.50000000
30651 100 100 980.20000000
30701 100 100 952.40000000
30751 100 100 1072.80000000
30801 100 100 1198.10000000
30851 100 100 1304.20000000
30901 100 100 877.20000000
30951 100 100 1000.30000000
31001 100 100 819.90000000
31051 100 100 625.00000000
31101 100 100 940.70000000
31151 100 100 746.70000000
31201 100 100 1399.50000000
31251 100 100 911.70000000
31301 100 100 805.20000000
31351 100 100 1095.60000000
31401 100 100 1006.10000000
31451 100 100 693.80000000
31501 100 100 1043.30000000
31551 100 100 847.70000000
31601 100 100 946.90000000
31651 100 100 1186.40000000
31701 100 100 863.50000000
31751 100 100 945.40000000
31801 100 100 1391.70000000
31851 100 100 921.30000000
31901 100 100 922.70000000
31951 100 100 1246.70000000
32001 100 100 950.80000000
32051 100 100 803.90000000
32101 100 100 1258.20000000
32151 100 100 851.80000000
32201 100 100 1065.60000000
32251 100 100 979.70000000
32301 100 100 1158.20000000
32351 100 100 944.30000000
32401 100 100 1597.20000000
32451 100 100 739.80000000
32501 100 100 1030.20000000
32551 100 100 547.10000000
32601 100 100 947.00000000
32651 100 100 1585.30000000
32701 100 100 1525.50000000
32751 100 100 1204.30000000
32801 100 100 933.50000000
32851 100 100 2785.00000000
32901 100 100 803.90000000
32951 100 100 847.30000000
33001 100 100 666.70000000
33051 100 100 933.40000000
33101 100 100 1281.60000000
33151 100 100 969.60000000
33201 100 100 1817.50000000
33251 100 100 1572.30000000
33301 100 100 1130.60000000
33351 100 100 1274.00000000
33401 100 100 927.20000000
33451 100 100 1056.90000000
33501 100 100 1165.70000000
33551 100 100 1383.00000000
33601 100 100 1249.10000000
33651 100 100 1606.30000000
33701 100 100 1601.80000000
33751 100 100 1949.40000000
33801 100 100 1616.70000000
33851 100 100 1289.50000000
33901 100 100 1498.70000000
33951 100 100 1005.20000000
34001 100 100 1377.50000000
34051 100 100 1068.10000000
34101 100 100 1144.50000000
34151 100 100 934.60000000
34201 100 100 764.20000000
34251 100 100 1363.00000000
34301 100 100 1676.50000000
34351 100 100 1252.40000000
34401 100 100 1058.10000000
34451 100 100 1269.00000000
34501 100 100 2044.40000000
34551 100 100 1997.40000000
34601 100 100 1013.30000000
34651 100 100 740.60000000
34701 100 100 869.00000000
34751 100 100 859.50000000
34801 100 100 1134.90000000
34851 100 100 1237.00000000
34901 100 100 828.50000000
34951 100 100 712.00000000
35001 100 100 600.10000000
35051 100 100 1419.30000000
35101 100 100 1509.90000000
35151 100 100 1429.60000000
35201 100 100 1230.10000000
35251 100 100 947.90000000
35301 100 100 1544.20000000
35351 100 100 976.10000000
35401 100 100 1799.80000000
35451 100 100 1447.50000000
35501 100 100 1149.10000000
35551 100 100 1089.20000000
35601 100 100 1309.50000000
35651 100 100 1264.40000000
35701 100 100 1127.50000000
35751 100 100 1080.50000000
35801 100 100 1360.60000000
35851 100 100 1537.70000000
35901 100 100 1270.60000000
35951 100 100 2056.00000000
36001 100 100 1440.10000000
36051 100 100 1203.90000000
36101 100 100 1062.70000000
36151 100 100 1276.80000000
36201 100 100 1301.30000000
36251 100 100 1845.00000000
36301 100 100 1135.00000000
36351 100 100 1340.40000000
36401 100 100 1087.80000000
36451 100 100 1351.00000000
36501 100 100 1073.00000000
36551 100 100 1337.70000000
36601 100 100 1543.80000000
36651 100 100 1349.10000000
36701 100 100 1452.60000000
36751 100 100 1290.10000000
36801 100 100 1361.30000000
36851 100 100 1168.30000000
36901 100 100 1506.60000000
36951 100 100 1249.90000000
37001 100 100 1554.30000000
37051 100 100 1080.70000000
37101 100 100 1336.30000000
37151 100 100 1617.60000000
37201 100 100 1279.10000000
37251 100 100 2655.60000000
37301 100 100 538.70000000
37351 100 100 1438.00000000
37401 100 100 1941.50000000
37451 100 100 1256.30000000
37501 100 100 1066.30000000
37551 100 100 1482.70000000
37601 100 100 1118.70000000
37651 100 100 868.10000000
37701 100 100 1291.20000000
37751 100 100 1272.10000000
37801 100 100 1176.70000000
37851 100 100 1801.80000000
37901 100 100 789.60000000
37951 100 100 860.00000000
38001 100 100 1214.50000000
38051 100 100 1340.00000000
38101 100 100 1469.20000000
38151 100 100 1291.60000000
38201 100 100 1719.00000000
38251 100 100 1041.00000000
38301 100 100 1020.90000000
38351 100 100 1572.70000000
38401 100 100 1539.10000000
38451 100 100 1618.50000000
38501 100 100 1971.10000000
38551 100 100 1805.60000000
38601 100 100 1383.60000000
38651 100 100 1177.40000000
38701 100 100 1999.90000000
38751 100 100 1534.60000000
38801 100 100 1468.70000000
38851 100 100 1215.90000000
38901 100 100 2097.50000000
38951 100 100 1740.60000000
39001 100 100 1634.30000000
39051 100 100 1588.10000000
39101 100 100 1966.20000000
39151 100 100 2591.60000000
39201 100 100 1344.20000000
39251 100 100 1710.40000000
39301 100 100 1904.30000000
39351 100 100 1433.80000000
39401 100 100 1284.00000000
39451 100 100 1714.00000000
39501 100 100 1405.30000000
39551 100 100 1676.20000000
39601 100 100 2466.90000000
39651 100 100 1488.20000000
39701 100 100 1628.30000000
39751 100 100 2888.50000000
39801 100 100 1264.80000000
39851 100 100 1443.00000000
39901 100 100 1068.50000000
39951 100 100 1570.30000000
40001 100 100 1474.50000000
40051 100 100 1308.20000000
40101 100 100 1559.70000000
40151 100 100 1145.80000000
40201 100 100 1231.10000000
40251 100 100 1514.90000000
40301 100 100 2120.00000000
40351 100 100 1613.10000000
40401 100 100 2034.60000000
40451 100 100 1380.80000000
40501 100 100 1555.90000000
40551 100 100 1780.50000000
40601 100 100 1249.00000000
40651 100 100 1317.30000000
40701 100 100 2176.60000000
40751 100 100 1491.40000000
40801 100 100 1674.00000000
40851 100 100 2278.90000000
40901 100 100 1396.50000000
40951 100 100 1788.50000000
41001 100 100 2019.60000000
41051 100 100 1453.70000000
41101 100 100 2668.30000000
41151 100 100 1596.40000000
41201 100 100 1623.20000000
41251 100 100 1258.30000000
41301 100 100 1742.20000000
41351 100 100 941.50000000
41401 100 100 1371.80000000
41451 100 100 1920.20000000
41501 100 100 1429.30000000
41551 100 100 2340.90000000
41601 100 100 1171.90000000
41651 100 100 2004.90000000
41701 100 100 1545.10000000
41751 100 100 1741.40000000
41801 100 100 1855.60000000
41851 100 100 1849.70000000
41901 100 100 2114.60000000
41951 100 100 1790.50000000
42001 100 100 1482.30000000
42051 100 100 1147.30000000
42101 100 100 1686.30000000
42151 100 100 1664.30000000
42201 100 100 2563.80000000
42251 100 100 1853.40000000
42301 100 100 1561.50000000
42351 100 100 3341.30000000
42401 100 100 1486.10000000
42451 100 100 2332.90000000
42501 100 100 1531.00000000
42551 100 100 2388.00000000
42601 100 100 1867.70000000
42651 100 100 3001.20000000
42701 100 100 1411.10000000
42751 100 100 1561.20000000
42801 100 100 2480.80000000
42851 100 100 2131.60000000
42901 100 100 1220.80000000
42951 100 100 2125.70000000
43001 100 100 2233.80000000
43051 100 100 1914.50000000
43101 100 100 1707.10000000
43151 100 100 3285.30000000
43201 100 100 1089.20000000
43251 100 100 2052.20000000
43301 100 100 1832.70000000
43351 100 100 1896.40000000
43401 100 100 1952.70000000
43451 100 100 1373.80000000
43501 100 100 2465.60000000
43551 100 100 2487.70000000
43601 100 100 1589.10000000
43651 100 100 1635.50000000
43701 100 100 1722.80000000
43751 100 100 1236.00000000
43801 100 100 1996.00000000
43851 100 100 6436.20000000
43901 100 100 2771.00000000
43951 100 100 1584.20000000
44001 100 100 2161.00000000
44051 100 100 1374.00000000
44101 100 100 1579.60000000
44151 100 100 2648.10000000
44201 100 100 1422.70000000
44251 100 100 3420.00000000
44301 100 100 2968.30000000
44351 100 100 2066.30000000
44401 100 100 1415.70000000
44451 100 100 1803.50000000
44501 100 100 2620.40000000
44551 100 100 2304.00000000
44601 100 100 2642.20000000
44651 100 100 2502.40000000
44701 100 100 3622.10000000
44751 100 100 2341.90000000
44801 100 100 2043.00000000
44851 100 100 2012.90000000
44901 100 100 2604.40000000
44951 100 100 2597.40000000
45001 100 100 2019.50000000
45051 100 100 2549.00000000
45101 100 100 2620.90000000
45151 100 100 2946.30000000
45201 100 100 1689.20000000
45251 100 100 2878.50000000
45301 100 100 3423.10000000
45351 100 100 3869.00000000
45401 100 100 1911.00000000
45451 100 100 2667.50000000
45501 100 100 2870.50000000
45551 100 100 2127.30000000
45601 100 100 3207.70000000
45651 100 100 2603.90000000
45701 100 100 3227.70000000
45751 100 100 3576.90000000
45801 100 100 1570.90000000
45851 100 100 2012.70000000
45901 100 100 3089.70000000
45951 100 100 2435.20000000
46001 100 100 3739.10000000
46051 100 100 2484.50000000
46101 100 100 2892.10000000
46151 100 100 1290.80000000
46201 100 100 2857.60000000
46251 100 100 3342.70000000
46301 100 100 1242.60000000
46351 100 100 2743.70000000
46401 100 100 2188.20000000
46451 100 100 1860.40000000
46501 100 100 2658.40000000
46551 100 100 2304.30000000
46601 100 100 3767.10000000
46651 100 100 1819.10000000
46701 100 100 2946.80000000
46751 100 100 1894.00000000
46801 100 100 2664.40000000
46851 100 100 1688.10000000
46901 100 100 1207.40000000
46951 100 100 2286.60000000
47001 100 100 4952.20000000
47051 100 100 2135.90000000
47101 100 100 1794.70000000
47151 100 100 3359.60000000
47201 100 100 2425.20000000
47251 100 100 4018.10000000
47301 100 100 2833.10000000
47351 100 100 2614.00000000
47401 100 100 1996.80000000
47451 100 100 2134.30000000
47501 100 100 3892.00000000
47551 100 100 2572.00000000
47601 100 100 2589.60000000
47651 100 100 3189.80000000
47701 100 100 3011.40000000
47751 100 100 1777.00000000
47801 100 100 2586.80000000
47851 100 100 1838.90000000
47901 100 100 1855.10000000
47951 100 100 4142.80000000
48001 100 100 2824.70000000
48051 100 100 2054.40000000
48101 100 100 3642.00000000
48151 100 100 1581.10000000
48201 100 100 1432.40000000
48251 100 100 5046.20000000
48301 100 100 1696.30000000
48351 100 100 3404.60000000
48401 100 100 2639.10000000
48451 100 100 2378.50000000
48501 100 100 2299.70000000
48551 100 100 2709.30000000
48601 100 100 2856.20000000
48651 100 100 4495.50000000
48701 100 100 2258.20000000
48751 100 100 2679.30000000
48801 100 100 2628.10000000
48851 100 100 3070.40000000
48901 100 100 3173.10000000
48951 100 100 2003.90000000
49001 100 100 3088.90000000
49051 100 100 2799.20000000
49101 100 100 2983.60000000
49151 100 100 2241.00000000
49201 100 100 2451.60000000
49251 100 100 2852.60000000
49301 100 100 1800.70000000
49351 100 100 2475.10000000
49401 100 100 2403.00000000
49451 100 100 2540.50000000
49501 100 100 4550.50000000
49551 100 100 2336.20000000
49601 100 100 3140.30000000
49651 100 100 1609.10000000
49701 100 100 2310.60000000
49751 100 100 3772.70000000
49801 100 100 5034.60000000
49851 100 100 3669.20000000
49901 100 100 2424.40000000
49951 100 100 2719.10000000
50001 100 100 1691.00000000
50051 100 100 2651.50000000
50101 100 100 4917.30000000
50151 100 100 3104.30000000
50201 100 100 2467.70000000
50251 100 100 3409.70000000
50301 100 100 2584.20000000
50351 100 100 5103.10000000
50401 100 100 3937.20000000
50451 100 100 3556.70000000
50501 100 100 1774.80000000
50551 100 100 1467.10000000
50601 100 100 2631.10000000
50651 100 100 2185.60000000
50701 100 100 2139.60000000
50751 100 100 3820.30000000
50801 100 100 2326.20000000
50851 100 100 3008.30000000
50901 100 100 3621.10000000
50951 100 100 2882.50000000
51001 100 100 3083.80000000
51051 100 100 3383.60000000
51101 100 100 4066.50000000
51151 100 100 2513.00000000
51201 100 100 1948.80000000
51251 100 100 2583.70000000
51301 100 100 4079.20000000
51351 100 100 3122.40000000
51401 100 100 4337.00000000
51451 100 100 3068.70000000
51501 100 100 5184.30000000
51551 100 100 2422.80000000
51601 100 100 3354.50000000
51651 100 100 3711.30000000
51701 100 100 2532.10000000
51751 100 100 3321.50000000
51801 100 100 3274.00000000
51851 100 100 3085.80000000
51901 100 100 3436.40000000
51951 100 100 3516.90000000
52001 100 100 2929.10000000
52051 100 100 3221.40000000
