s n m tiempo
52101 100 100 4076.60000000
52151 100 100 2539.70000000
52201 100 100 3711.50000000
52251 100 100 1965.00000000
52301 100 100 2185.30000000
52351 100 100 3258.10000000
52401 100 100 2652.10000000
52451 100 100 3547.40000000
52501 100 100 3190.10000000
52551 100 100 2420.20000000
52601 100 100 3180.40000000
52651 100 100 3704.80000000
52701 100 100 4636.00000000
52751 100 100 5055.70000000
52801 100 100 3847.90000000
52851 100 100 3146.10000000
52901 100 100 4983.80000000
52951 100 100 6408.10000000
53001 100 100 3210.30000000
53051 100 100 2965.90000000
53101 100 100 3876.90000000
53151 100 100 3556.80000000
53201 100 100 2773.70000000
53251 100 100 1961.90000000
53301 100 100 3852.50000000
53351 100 100 1749.70000000
53401 100 100 2495.60000000
53451 100 100 3240.10000000
53501 100 100 3037.60000000
53551 100 100 5440.60000000
53601 100 100 3718.70000000
53651 100 100 2172.90000000
53701 100 100 3788.10000000
53751 100 100 5975.30000000
53801 100 100 3529.50000000
53851 100 100 3573.30000000
53901 100 100 3813.10000000
53951 100 100 4640.90000000
54001 100 100 3308.40000000
54051 100 100 4779.60000000
54101 100 100 3359.40000000
54151 100 100 3018.50000000
54201 100 100 5719.90000000
54251 100 100 4845.30000000
54301 100 100 6046.70000000
54351 100 100 3559.90000000
54401 100 100 4023.10000000
54451 100 100 5600.50000000
54501 100 100 3382.80000000
54551 100 100 4614.00000000
54601 100 100 2541.60000000
54651 100 100 1482.20000000
54701 100 100 2799.40000000
54751 100 100 3909.20000000
54801 100 100 1956.10000000
54851 100 100 4108.70000000
54901 100 100 5750.50000000
54951 100 100 3954.40000000
55001 100 100 3834.60000000
55051 100 100 3337.40000000
55101 100 100 3942.80000000
55151 100 100 3308.20000000
55201 100 100 2391.70000000
55251 100 100 7484.00000000
55301 100 100 4863.90000000
55351 100 100 3779.20000000
55401 100 100 6472.40000000
55451 100 100 3996.70000000
55501 100 100 6324.80000000
55551 100 100 4217.00000000
55601 100 100 3213.40000000
55651 100 100 3704.50000000
55701 100 100 4164.10000000
55751 100 100 4670.40000000
55801 100 100 3775.90000000
55851 100 100 4169.60000000
55901 100 100 5414.70000000
55951 100 100 3610.10000000
56001 100 100 3698.10000000
56051 100 100 4516.60000000
56101 100 100 4777.20000000
56151 100 100 5219.30000000
56201 100 100 3095.10000000
56251 100 100 5657.70000000
56301 100 100 4547.30000000
56351 100 100 7148.50000000
56401 100 100 5284.60000000
56451 100 100 3336.70000000
56501 100 100 6018.90000000
56551 100 100 5964.10000000
56601 100 100 3849.40000000
56651 100 100 8168.80000000
56701 100 100 5219.10000000
56751 100 100 9720.90000000
56801 100 100 3883.50000000
56851 100 100 5753.70000000
56901 100 100 4615.40000000
56951 100 100 4763.40000000
57001 100 100 5173.60000000
57051 100 100 6061.40000000
57101 100 100 4228.00000000
57151 100 100 4937.20000000
57201 100 100 6482.40000000
57251 100 100 5537.70000000
57301 100 100 2794.50000000
57351 100 100 7610.70000000
57401 100 100 4813.70000000
57451 100 100 2791.10000000
57501 100 100 4524.60000000
57551 100 100 7834.00000000
57601 100 100 3308.00000000
57651 100 100 5477.50000000
57701 100 100 5235.60000000
57751 100 100 1550.30000000
57801 100 100 2258.30000000
57851 100 100 3972.70000000
57901 100 100 3016.90000000
57951 100 100 8030.80000000
58001 100 100 3835.80000000
58051 100 100 4452.10000000
58101 100 100 2081.90000000
58151 100 100 3961.50000000
58201 100 100 5263.40000000
58251 100 100 3593.00000000
58301 100 100 3584.40000000
58351 100 100 4494.20000000
58401 100 100 7015.00000000
58451 100 100 3562.60000000
58501 100 100 4400.20000000
58551 100 100 14613.50000000
58601 100 100 9108.40000000
58651 100 100 10437.30000000
58701 100 100 3733.40000000
58751 100 100 5141.90000000
58801 100 100 5770.80000000
58851 100 100 10302.50000000
58901 100 100 1767.90000000
58951 100 100 3373.00000000
59001 100 100 4253.90000000
59051 100 100 5759.90000000
59101 100 100 3705.00000000
59151 100 100 4988.20000000
59201 100 100 4149.20000000
59251 100 100 11276.30000000
59301 100 100 3270.00000000
59351 100 100 5076.50000000
59401 100 100 4914.60000000
59451 100 100 3490.50000000
59501 100 100 6858.00000000
59551 100 100 4370.30000000
59601 100 100 2372.70000000
59651 100 100 4554.50000000
59701 100 100 2878.40000000
59751 100 100 7574.80000000
59801 100 100 9570.50000000
59851 100 100 7336.80000000
59901 100 100 5728.90000000
59951 100 100 8152.10000000
60001 100 100 6919.50000000
60051 100 100 6193.40000000
60101 100 100 3428.00000000
60151 100 100 7698.50000000
60201 100 100 3791.70000000
60251 100 100 9971.70000000
60301 100 100 11377.70000000
60351 100 100 2909.70000000
60401 100 100 3765.80000000
60451 100 100 3940.10000000
60501 100 100 4883.20000000
60551 100 100 5472.40000000
60601 100 100 7745.30000000
60651 100 100 9039.30000000
60701 100 100 3464.90000000
60751 100 100 6502.00000000
60801 100 100 4699.90000000
60851 100 100 7273.10000000
60901 100 100 3899.20000000
60951 100 100 7540.10000000
61001 100 100 5751.50000000
61051 100 100 9060.00000000
61101 100 100 6771.10000000
61151 100 100 3537.10000000
61201 100 100 5554.90000000
61251 100 100 3805.70000000
61301 100 100 4010.70000000
61351 100 100 4994.00000000
61401 100 100 6060.80000000
61451 100 100 7711.80000000
61501 100 100 4293.60000000
61551 100 100 8016.50000000
61601 100 100 5412.30000000
61651 100 100 4672.20000000
61701 100 100 8204.90000000
61751 100 100 7174.20000000
61801 100 100 8540.80000000
61851 100 100 7059.80000000
61901 100 100 11584.10000000
61951 100 100 8079.20000000
62001 100 100 8360.10000000
62051 100 100 5823.90000000
62101 100 100 6130.70000000
62151 100 100 8688.60000000
62201 100 100 6856.20000000
62251 100 100 4395.50000000
62301 100 100 9758.60000000
62351 100 100 12933.30000000
62401 100 100 8859.50000000
62451 100 100 7581.70000000
62501 100 100 4500.10000000
62551 100 100 8677.20000000
62601 100 100 6990.60000000
62651 100 100 8219.10000000
62701 100 100 10589.40000000
62751 100 100 17370.80000000
62801 100 100 3712.70000000
62851 100 100 3788.40000000
62901 100 100 12529.40000000
62951 100 100 5567.80000000
63001 100 100 7325.50000000
63051 100 100 7208.80000000
63101 100 100 5474.50000000
63151 100 100 9111.70000000
63201 100 100 8831.90000000
63251 100 100 7717.90000000
63301 100 100 5928.30000000
63351 100 100 15532.50000000
63401 100 100 9651.50000000
63451 100 100 4125.10000000
63501 100 100 4772.50000000
63551 100 100 8044.90000000
63601 100 100 8277.30000000
63651 100 100 8447.60000000
63701 100 100 5741.10000000
63751 100 100 6514.30000000
63801 100 100 9744.40000000
63851 100 100 8833.00000000
63901 100 100 8496.70000000
63951 100 100 7800.80000000
64001 100 100 11875.20000000
64051 100 100 7091.20000000
64101 100 100 8284.10000000
64151 100 100 13390.50000000
64201 100 100 8767.50000000
64251 100 100 5937.50000000
64301 100 100 9599.40000000
64351 100 100 10094.40000000
64401 100 100 5171.30000000
64451 100 100 9193.80000000
64501 100 100 6430.40000000
64551 100 100 7773.00000000
64601 100 100 5284.90000000
64651 100 100 7451.00000000
64701 100 100 7221.40000000
64751 100 100 9520.40000000
64801 100 100 9940.60000000
64851 100 100 7106.50000000
64901 100 100 9783.20000000
64951 100 100 6849.10000000
65001 100 100 9293.10000000
65051 100 100 12083.90000000
65101 100 100 8343.90000000
65151 100 100 5935.60000000
65201 100 100 8496.20000000
65251 100 100 9167.20000000
65301 100 100 6137.30000000
65351 100 100 15721.10000000
65401 100 100 9834.80000000
65451 100 100 8885.20000000
65501 100 100 8241.50000000
65551 100 100 16349.20000000
65601 100 100 10685.30000000
65651 100 100 9770.00000000
65701 100 100 13061.00000000
65751 100 100 7515.20000000
65801 100 100 7342.00000000
65851 100 100 5005.40000000
65901 100 100 7544.60000000
65951 100 100 12366.40000000
66001 100 100 8178.70000000
66051 100 100 27602.00000000
66101 100 100 8939.30000000
66151 100 100 10424.20000000
66201 100 100 5425.10000000
66251 100 100 5751.90000000
66301 100 100 9576.20000000
66351 100 100 12453.70000000
66401 100 100 11929.40000000
66451 100 100 16681.10000000
66501 100 100 15255.10000000
66551 100 100 9940.30000000
66601 100 100 11422.30000000
66651 100 100 7657.60000000
66701 100 100 7645.90000000
66751 100 100 10191.90000000
66801 100 100 5681.10000000
66851 100 100 11603.90000000
66901 100 100 12550.90000000
66951 100 100 14745.70000000
67001 100 100 11134.30000000
67051 100 100 6966.40000000
67101 100 100 18504.10000000
67151 100 100 9577.60000000
67201 100 100 10088.30000000
67251 100 100 14697.10000000
67301 100 100 7563.00000000
67351 100 100 19110.80000000
67401 100 100 6679.50000000
67451 100 100 8867.00000000
67501 100 100 15222.60000000
67551 100 100 8790.90000000
67601 100 100 10103.70000000
67651 100 100 11114.50000000
67701 100 100 5947.90000000
67751 100 100 15995.40000000
67801 100 100 3648.00000000
67851 100 100 12370.00000000
67901 100 100 15174.40000000
67951 100 100 13675.30000000
68001 100 100 11001.60000000
68051 100 100 14144.40000000
68101 100 100 12816.30000000
68151 100 100 13458.80000000
68201 100 100 22702.10000000
68251 100 100 15023.00000000
68301 100 100 8709.30000000
68351 100 100 8833.00000000
68401 100 100 18451.10000000
68451 100 100 28620.10000000
68501 100 100 11726.70000000
68551 100 100 8566.00000000
68601 100 100 8774.00000000
68651 100 100 8924.50000000
68701 100 100 9256.80000000
68751 100 100 15432.60000000
68801 100 100 17767.20000000
68851 100 100 16677.10000000
68901 100 100 11614.00000000
68951 100 100 7706.10000000
69001 100 100 10498.90000000
69051 100 100 11376.30000000
69101 100 100 11346.80000000
69151 100 100 11748.90000000
69201 100 100 8732.20000000
69251 100 100 14705.40000000
69301 100 100 10193.90000000
69351 100 100 14747.60000000
69401 100 100 21967.20000000
69451 100 100 7374.00000000
69501 100 100 11697.80000000
69551 100 100 19270.70000000
69601 100 100 15838.30000000
69651 100 100 15401.50000000
69701 100 100 26885.40000000
69751 100 100 32359.10000000
69801 100 100 13195.80000000
69851 100 100 13964.70000000
69901 100 100 10230.10000000
69951 100 100 17152.80000000
70001 100 100 28809.40000000
70051 100 100 11430.30000000
70101 100 100 17485.30000000
70151 100 100 10550.90000000
70201 100 100 20488.70000000
70251 100 100 10377.40000000
70301 100 100 28224.50000000
70351 100 100 17029.40000000
70401 100 100 7881.50000000
70451 100 100 20868.20000000
70501 100 100 16451.70000000
70551 100 100 10154.50000000
70601 100 100 14693.60000000
70651 100 100 9901.80000000
70701 100 100 17664.30000000
70751 100 100 11577.40000000
70801 100 100 18677.70000000
70851 100 100 18133.30000000
70901 100 100 12862.20000000
70951 100 100 17100.10000000
71001 100 100 21371.60000000
71051 100 100 26770.20000000
71101 100 100 34070.00000000
71151 100 100 35575.00000000
71201 100 100 16313.40000000
71251 100 100 12172.30000000
71301 100 100 19046.70000000
71351 100 100 29104.50000000
71401 100 100 11034.70000000
71451 100 100 8432.50000000
71501 100 100 16725.70000000
71551 100 100 13867.90000000
71601 100 100 6474.30000000
71651 100 100 11863.20000000
71701 100 100 27948.70000000
71751 100 100 16651.00000000
71801 100 100 26834.10000000
71851 100 100 22525.30000000
71901 100 100 15827.20000000
71951 100 100 23520.20000000
72001 100 100 37930.50000000
72051 100 100 22645.60000000
72101 100 100 12090.10000000
72151 100 100 13399.80000000
72201 100 100 13608.30000000
72251 100 100 13015.90000000
72301 100 100 20286.60000000
72351 100 100 21104.70000000
72401 100 100 24512.30000000
72451 100 100 9676.80000000
72501 100 100 9328.40000000
72551 100 100 11973.20000000
72601 100 100 18107.40000000
72651 100 100 7776.70000000
72701 100 100 10093.90000000
72751 100 100 12528.50000000
72801 100 100 26330.90000000
72851 100 100 14907.80000000
72901 100 100 26653.60000000
72951 100 100 24419.40000000
73001 100 100 10145.20000000
73051 100 100 13539.50000000
73101 100 100 22549.00000000
73151 100 100 15409.70000000
73201 100 100 12599.20000000
73251 100 100 15946.50000000
73301 100 100 28559.30000000
73351 100 100 17416.30000000
73401 100 100 17632.10000000
73451 100 100 21733.40000000
73501 100 100 56736.90000000
73551 100 100 13245.30000000
73601 100 100 23841.30000000
73651 100 100 19025.40000000
73701 100 100 8741.10000000
73751 100 100 20583.70000000
73801 100 100 17386.80000000
73851 100 100 31052.90000000
73901 100 100 31707.10000000
73951 100 100 33033.20000000
74001 100 100 18662.70000000
74051 100 100 36580.10000000
74101 100 100 9573.00000000
74151 100 100 31555.50000000
74201 100 100 24604.30000000
74251 100 100 26298.40000000
74301 100 100 21982.90000000
74351 100 100 28927.10000000
74401 100 100 35649.10000000
74451 100 100 20896.40000000
74501 100 100 35188.70000000
74551 100 100 13987.00000000
74601 100 100 20719.20000000
74651 100 100 37907.90000000
74701 100 100 28350.70000000
74751 100 100 33672.60000000
74801 100 100 30821.20000000
74851 100 100 27640.30000000
74901 100 100 18208.60000000
74951 100 100 26958.10000000
75001 100 100 29658.90000000
75051 100 100 18483.10000000
75101 100 100 38103.20000000
75151 100 100 52599.60000000
75201 100 100 41922.40000000
75251 100 100 20652.00000000
75301 100 100 29930.50000000
75351 100 100 7619.70000000
75401 100 100 42241.00000000
75451 100 100 52051.20000000
75501 100 100 33326.40000000
75551 100 100 38469.80000000
75601 100 100 23769.30000000
75651 100 100 20343.80000000
75701 100 100 26913.60000000
75751 100 100 25070.90000000
75801 100 100 43715.30000000
75851 100 100 10923.00000000
75901 100 100 29969.00000000
75951 100 100 25647.10000000
76001 100 100 22147.90000000
76051 100 100 30958.80000000
76101 100 100 17189.60000000
76151 100 100 19964.70000000
76201 100 100 58409.90000000
76251 100 100 61729.90000000
76301 100 100 41538.50000000
76351 100 100 30019.80000000
76401 100 100 43989.70000000
76451 100 100 24856.70000000
76501 100 100 34621.60000000
76551 100 100 37083.40000000
76601 100 100 71382.60000000
76651 100 100 41974.80000000
76701 100 100 37728.40000000
76751 100 100 27656.00000000
76801 100 100 45915.00000000
76851 100 100 33923.90000000
76901 100 100 58192.20000000
76951 100 100 31270.60000000
77001 100 100 22311.10000000
77051 100 100 16145.80000000
77101 100 100 70908.70000000
77151 100 100 21982.40000000
77201 100 100 27737.50000000
77251 100 100 37531.90000000
77301 100 100 61265.10000000
77351 100 100 62176.00000000
77401 100 100 29812.80000000
77451 100 100 52406.30000000
77501 100 100 68555.20000000
77551 100 100 34027.00000000
77601 100 100 40692.00000000
77651 100 100 46469.30000000
77701 100 100 60625.40000000
77751 100 100 48168.10000000
77801 100 100 20176.00000000
77851 100 100 46025.70000000
77901 100 100 43006.80000000
77951 100 100 48611.20000000
78001 100 100 26389.90000000
78051 100 100 36753.60000000
78101 100 100 16692.40000000
78151 100 100 32619.20000000
78201 100 100 60405.70000000
78251 100 100 22522.40000000
78301 100 100 49922.60000000
78351 100 100 50078.00000000
78401 100 100 36313.40000000
78451 100 100 65866.30000000
78501 100 100 17787.20000000
78551 100 100 43839.40000000
78601 100 100 44381.10000000
78651 100 100 38034.80000000
78701 100 100 82250.90000000
78751 100 100 46412.50000000
78801 100 100 36697.50000000
78851 100 100 40613.90000000
78901 100 100 55960.00000000
78951 100 100 81912.30000000
79001 100 100 46861.60000000
79051 100 100 76225.30000000
79101 100 100 64766.10000000
79151 100 100 32789.70000000
79201 100 100 55134.30000000
79251 100 100 31511.20000000
79301 100 100 38160.00000000
79351 100 100 34328.20000000
79401 100 100 20482.30000000
79451 100 100 48647.70000000
79501 100 100 44821.60000000
79551 100 100 40846.70000000
79601 100 100 118917.70000000
79651 100 100 48989.90000000
79701 100 100 49786.60000000
79751 100 100 75734.50000000
79801 100 100 29403.70000000
79851 100 100 82352.50000000
79901 100 100 42426.90000000
79951 100 100 58702.20000000
80001 100 100 106150.50000000
80051 100 100 90183.70000000
80101 100 100 79932.80000000
80151 100 100 131312.80000000
80201 100 100 73484.50000000
80251 100 100 29785.70000000
80301 100 100 62759.10000000
80351 100 100 116927.00000000
80401 100 100 60169.70000000
80451 100 100 69624.00000000
80501 100 100 37090.70000000
80551 100 100 37957.40000000
80601 100 100 116168.40000000
80651 100 100 84031.90000000
80701 100 100 33496.00000000
80751 100 100 78614.60000000
80801 100 100 57686.70000000
80851 100 100 75207.40000000
80901 100 100 55225.80000000
80951 100 100 50797.70000000
81001 100 100 41141.70000000
81051 100 100 88988.20000000
81101 100 100 62112.10000000
81151 100 100 125786.10000000
81201 100 100 53830.40000000
81251 100 100 52523.40000000
81301 100 100 88650.60000000
81351 100 100 60064.20000000
81401 100 100 32226.50000000
81451 100 100 105453.10000000
81501 100 100 112329.10000000
81551 100 100 41228.50000000
81601 100 100 78998.80000000
81651 100 100 55015.20000000
81701 100 100 51852.50000000
81751 100 100 111602.50000000
81801 100 100 164467.00000000
81851 100 100 117221.10000000
81901 100 100 117774.70000000
81951 100 100 72936.70000000
82001 100 100 37057.60000000
82051 100 100 111833.00000000
82101 100 100 68804.40000000
82151 100 100 95275.80000000
82201 100 100 65561.20000000
82251 100 100 83349.30000000
82301 100 100 46884.60000000
82351 100 100 134307.40000000
82401 100 100 216623.30000000
82451 100 100 81274.00000000
82501 100 100 103583.20000000
82551 100 100 35145.80000000
82601 100 100 86581.80000000
82651 100 100 118721.10000000
82701 100 100 69813.30000000
82751 100 100 71501.90000000
82801 100 100 123883.30000000
82851 100 100 40685.30000000
82901 100 100 143178.10000000
82951 100 100 108133.20000000
83001 100 100 66565.00000000
83051 100 100 102890.40000000
83101 100 100 152083.10000000
83151 100 100 125614.30000000
83201 100 100 59495.80000000
83251 100 100 65626.30000000
83301 100 100 113634.10000000
83351 100 100 81063.40000000
83401 100 100 101442.60000000
83451 100 100 30384.50000000
83501 100 100 105513.80000000
83551 100 100 39150.10000000
83601 100 100 94663.90000000
83651 100 100 199259.20000000
83701 100 100 136494.90000000
83751 100 100 190467.20000000
83801 100 100 135466.30000000
83851 100 100 154501.60000000
83901 100 100 63263.10000000
83951 100 100 53655.30000000
84001 100 100 33526.90000000
84051 100 100 180525.20000000
84101 100 100 111712.60000000
84151 100 100 68419.70000000
84201 100 100 139101.80000000
84251 100 100 136524.40000000
84301 100 100 86604.80000000
84351 100 100 82037.40000000
84401 100 100 195805.00000000
84451 100 100 245580.10000000
84501 100 100 174009.60000000
84551 100 100 167552.40000000
84601 100 100 110274.60000000
84651 100 100 86403.30000000
84701 100 100 84701.50000000
84751 100 100 143709.20000000
84801 100 100 131298.10000000
84851 100 100 199634.40000000
84901 100 100 238434.80000000
84951 100 100 37202.20000000
85001 100 100 91963.80000000
85051 100 100 107149.50000000
85101 100 100 43788.50000000
85151 100 100 178877.90000000
85201 100 100 85322.40000000
85251 100 100 236663.10000000
85301 100 100 125889.40000000
85351 100 100 125649.00000000
85401 100 100 101384.60000000
85451 100 100 117469.90000000
85501 100 100 56324.70000000
85551 100 100 146560.00000000
85601 100 100 67389.30000000
85651 100 100 186124.60000000
85701 100 100 214745.20000000
85751 100 100 140568.70000000
85801 100 100 109032.50000000
85851 100 100 93044.30000000
85901 100 100 266800.00000000
85951 100 100 151993.80000000
86001 100 100 116980.90000000
86051 100 100 136366.70000000
86101 100 100 127851.10000000
86151 100 100 277237.00000000
86201 100 100 167004.30000000
86251 100 100 237970.60000000
86301 100 100 105754.30000000
86351 100 100 165229.40000000
86401 100 100 126408.00000000
86451 100 100 68033.70000000
86501 100 100 143577.60000000
86551 100 100 234808.90000000
86601 100 100 163785.00000000
86651 100 100 106951.40000000
86701 100 100 132551.20000000
86751 100 100 125506.50000000
86801 100 100 167384.00000000
86851 100 100 111226.70000000
86901 100 100 104785.20000000
86951 100 100 335837.40000000
87001 100 100 250492.50000000
87051 100 100 329099.70000000
87101 100 100 121013.40000000
87151 100 100 238097.10000000
87201 100 100 193268.80000000
87251 100 100 279062.60000000
87301 100 100 190311.10000000
87351 100 100 439266.20000000
87401 100 100 238632.30000000
87451 100 100 238089.50000000
87501 100 100 128096.90000000
87551 100 100 214907.00000000
87601 100 100 370838.60000000
87651 100 100 69980.90000000
87701 100 100 160397.10000000
87751 100 100 204018.30000000
87801 100 100 265828.80000000
87851 100 100 359216.70000000
87901 100 100 544874.00000000
87951 100 100 232886.60000000
88001 100 100 149029.80000000
88051 100 100 367179.70000000
88101 100 100 365094.00000000
88151 100 100 528548.60000000
88201 100 100 100706.30000000
88251 100 100 201436.00000000
88301 100 100 719250.40000000
88351 100 100 325490.00000000
88401 100 100 195140.40000000
88451 100 100 235526.00000000
88501 100 100 50841.80000000
88551 100 100 370485.70000000
88601 100 100 216978.00000000
88651 100 100 341369.20000000
88701 100 100 537841.90000000
88751 100 100 134351.80000000
88801 100 100 136018.40000000
88851 100 100 64413.60000000
88901 100 100 247673.50000000
88951 100 100 364067.40000000
89001 100 100 711010.60000000
89051 100 100 207683.10000000
89101 100 100 139499.80000000
89151 100 100 288890.40000000
89201 100 100 433568.20000000
89251 100 100 565464.80000000
89301 100 100 509543.20000000
89351 100 100 167593.70000000
89401 100 100 628256.60000000
89451 100 100 396719.60000000
89501 100 100 246015.80000000
89551 100 100 568631.50000000
89601 100 100 742784.40000000
89651 100 100 522680.30000000
89701 100 100 318392.00000000
89751 100 100 515142.60000000
89801 100 100 345453.70000000
89851 100 100 425528.20000000
89901 100 100 545789.20000000
89951 100 100 525549.30000000
90001 100 100 430519.70000000
90051 100 100 318321.70000000
90101 100 100 599034.60000000
90151 100 100 396734.80000000
90201 100 100 511873.80000000
90251 100 100 793933.20000000
90301 100 100 225835.80000000
90351 100 100 458424.30000000
90401 100 100 602376.70000000
90451 100 100 363777.50000000
90501 100 100 639355.30000000
90551 100 100 457855.50000000
90601 100 100 353958.50000000
90651 100 100 564643.50000000
90701 100 100 1461257.30000000
90751 100 100 283053.40000000
90801 100 100 265483.90000000
90851 100 100 540139.50000000
90901 100 100 786706.40000000
90951 100 100 597803.50000000
91001 100 100 868306.70000000
91051 100 100 422470.40000000
91101 100 100 421708.80000000
91151 100 100 948986.70000000
91201 100 100 793786.10000000
91251 100 100 664129.50000000
91301 100 100 758134.50000000
91351 100 100 699458.50000000
91401 100 100 861355.70000000
91451 100 100 870464.70000000
91501 100 100 642754.20000000
91551 100 100 610354.30000000
91601 100 100 567494.40000000
91651 100 100 692531.10000000
91701 100 100 891177.10000000
91751 100 100 769295.60000000
91801 100 100 380127.00000000
91851 100 100 1211239.50000000
91901 100 100 1033970.90000000
91951 100 100 331923.00000000
92001 100 100 737603.00000000
92051 100 100 492434.70000000
92101 100 100 671968.40000000
92151 100 100 556745.50000000
92201 100 100 1831113.50000000
92251 100 100 1059672.70000000
92301 100 100 1101750.60000000
92351 100 100 1423724.00000000
92401 100 100 629530.60000000
92451 100 100 1026643.10000000
92501 100 100 733170.40000000
92551 100 100 976791.50000000
92601 100 100 866670.70000000
92651 100 100 1039561.00000000
92701 100 100 1993645.30000000
92751 100 100 1120598.50000000
92801 100 100 425855.80000000
92851 100 100 1433424.00000000
92901 100 100 991224.90000000
92951 100 100 680636.50000000
93001 100 100 1180194.00000000
93051 100 100 604346.40000000
93101 100 100 2342538.50000000
93151 100 100 194750.10000000
93201 100 100 1504879.90000000
93251 100 100 2258383.10000000
93301 100 100 1610146.60000000
93351 100 100 736490.00000000
93401 100 100 1033564.40000000
93451 100 100 2069287.30000000
93501 100 100 1204149.80000000
93551 100 100 938426.40000000
93601 100 100 992965.30000000
93651 100 100 517274.70000000
93701 100 100 1244775.50000000
93751 100 100 2138567.60000000
93801 100 100 1691373.10000000
93851 100 100 2258685.30000000
93901 100 100 2581201.70000000
93951 100 100 466093.50000000
94001 100 100 1007952.30000000
94051 100 100 1235800.20000000
94101 100 100 1423958.70000000
94151 100 100 1001131.70000000
94201 100 100 1472754.80000000
94251 100 100 1081140.10000000
94301 100 100 1678311.20000000
94351 100 100 2051398.60000000
94401 100 100 2020042.80000000
94451 100 100 987970.10000000
94501 100 100 2159270.00000000
94551 100 100 3121090.80000000
94601 100 100 1815282.10000000
94651 100 100 2202851.30000000
94701 100 100 2824085.70000000
94751 100 100 3119933.60000000
94801 100 100 3193097.10000000
94851 100 100 618821.30000000
94901 100 100 2289563.90000000
94951 100 100 1358883.30000000
95001 100 100 1897145.70000000
95051 100 100 2188299.00000000
95101 100 100 2372067.50000000
95151 100 100 1612991.50000000
95201 100 100 4347684.70000000
95251 100 100 852827.50000000
95301 100 100 1724912.10000000
95351 100 100 1019211.10000000
95401 100 100 4204037.60000000
95451 100 100 3097061.00000000
95501 100 100 2250104.50000000
95551 100 100 4147175.80000000
95601 100 100 3501137.00000000
95651 100 100 1714783.00000000
95701 100 100 4583339.60000000
95751 100 100 4589983.30000000
95801 100 100 4988600.60000000
95851 100 100 2672567.30000000
95901 100 100 1900805.60000000
95951 100 100 3349009.30000000
96001 100 100 6412573.20000000
96051 100 100 5348143.30000000
96101 100 100 2909490.40000000
96151 100 100 2032657.30000000
96201 100 100 4166751.50000000
96251 100 100 4922497.90000000
96301 100 100 3808059.10000000
96351 100 100 5776721.40000000
96401 100 100 2412143.30000000
96451 100 100 7186030.50000000
96501 100 100 2214392.00000000
96551 100 100 4995239.50000000
96601 100 100 4235512.80000000
96651 100 100 4216417.80000000
96701 100 100 3977162.20000000
96751 100 100 4842159.30000000
96801 100 100 1971925.90000000
96851 100 100 2045506.40000000
96901 100 100 3563550.40000000
96951 100 100 6515882.20000000
97001 100 100 5836818.70000000
97051 100 100 1089373.70000000
97101 100 100 5082521.10000000
97151 100 100 8259513.20000000
97201 100 100 4154083.20000000
97251 100 100 1546414.80000000
97301 100 100 5826223.10000000
97351 100 100 4570976.20000000
97401 100 100 9947410.40000000
97451 100 100 6162132.40000000
97501 100 100 12242888.20000000
97551 100 100 7051096.90000000
97601 100 100 5393388.30000000
97651 100 100 6040128.40000000
97701 100 100 4981109.20000000
97751 100 100 6128178.00000000
97801 100 100 6073308.40000000
97851 100 100 16091861.50000000
97901 100 100 8867975.20000000
97951 100 100 6412845.30000000
98001 100 100 4826650.40000000
98051 100 100 7973723.20000000
98101 100 100 8200762.80000000
98151 100 100 5642774.30000000
98201 100 100 8260012.20000000
98251 100 100 8325861.10000000
98301 100 100 8983452.20000000
98351 100 100 5652930.80000000
98401 100 100 5477198.50000000
98451 100 100 12439174.90000000
98501 100 100 13330292.70000000
98551 100 100 4328709.70000000
98601 100 100 12821720.40000000
98651 100 100 8473688.00000000
98701 100 100 10830981.30000000
98751 100 100 12973551.50000000
98801 100 100 12213355.10000000
98851 100 100 12062907.90000000
98901 100 100 4715542.40000000
98951 100 100 9518363.00000000
99001 100 100 4483274.00000000
99051 100 100 9447707.20000000
99101 100 100 12530338.80000000
99151 100 100 8736340.70000000
99201 100 100 5125348.80000000
99251 100 100 12138700.00000000
99301 100 100 16120214.30000000
99351 100 100 17310649.20000000
99401 100 100 15659441.90000000
99451 100 100 15544638.00000000
99501 100 100 12456558.50000000
99551 100 100 15061628.30000000
99601 100 100 13471401.70000000
99651 100 100 10816935.70000000
99701 100 100 11610204.70000000
99751 100 100 17135105.40000000
99801 100 100 10317859.90000000
99851 100 100 4754129.50000000
99901 100 100 13419658.90000000
99951 100 100 11549418.90000000
