2	1,221.35
3	3,295.45
4	1,488.95
5	1,622.95
6	2,138.75
7	4,227.1
8	4,312.7
9	4,659.5
10	8,610.700000000001
11	7,904.8
12	10,954.25
13	9,601.85
14	11,851.35
15	25,274.7
16	19,256.7
17	22,021.95
18	27,861.2
19	38,142.75
20	35,109.05
21	22,710.95
22	32,996.95
23	23,126.05
24	31,920.9
25	28,610.65
26	31,116.85
27	16,592.9
28	46,542.25
29	50,015.85
30	50,653.25
31	81,571.85000000001
32	60,165.55
33	57,823.3
34	36,588.55
35	49,994.8
36	101,325.3
37	65,752.8
38	73,852.5
39	102,663.55
40	103,313.7
41	82,688.3
42	142,762.7
43	92,886.3
44	120,177.3
45	150,338.3
46	128,251.2
47	159,218.6
48	123,448.25
49	99,999.39999999999
50	140,632.75
51	107,429.5
52	98,090.2
53	135,193.95
54	256,594.85
55	150,940.8
56	219,405.25
57	195,164.85
58	208,088.05
59	197,959.55
60	216,450.7
61	211,870.4
62	201,763.05
63	248,541.1
64	318,110.5
65	199,278.85
66	208,253.85
67	322,844.05
68	320,207.1
69	217,926.2
70	266,694.95
71	319,194.55
72	304,600.15
73	422,944.75
74	370,964.35
75	315,334.4
76	368,297.05
77	420,283.1
78	394,374.8
79	391,628.8
80	416,722
81	522,262.55
82	626,155.55
83	533,580.55
84	414,812.7
85	582,037.6
86	635,461.4
87	446,169.15
88	565,036.9
89	586,320.2
90	474,033.35
91	1,083,436.55
92	676,857
93	511,484.65
94	503,825.5
95	357,123.35
96	365,958
97	652,091.8
98	619,705.7
99	505,478.5
100	541,262.3
101	847,475.15
102	624,002.25
103	811,292.15
104	716,757.8
105	774,051.7
106	970,999.15
107	993,358.75
108	838,806.05
109	563,703.85
110	959,823.15
111	682,774.5
112	558,721
113	762,354.1
114	709,889.95
115	1,001,254.6
116	705,792.2
117	1,242,732.65
118	447,007.55
119	679,672
120	1,140,285.95
121	1,740,027.6
122	884,883.65
123	1,231,251.2
124	1,124,113.2
125	1,057,272.55
126	1,059,208.4
127	692,662.4
128	943,571.15
129	1,261,925.9
130	1,107,308.15
131	1,090,604.65
132	1,177,737.65
133	1,224,894.3
134	1,180,782.25
135	1,035,006.85
136	1,206,945.3
137	1,203,730.65
138	1,080,024.7
139	1,293,158.3
140	1,289,557.45
141	1,659,017.85
142	726,264.3
143	1,045,982.45
144	1,412,073.3
145	1,332,184.8
146	1,488,752.4
147	1,645,610.8
